datetime,page,title,link,site,user,user_id,cat,text
2023-03-13T01:07:31Z,https://www.ozbargain.com.au/node/762163,[iOS] Robin Hood: Archer Sniper (No Ads) $0 (Was $4.49) @ Apple App Store,https://apps.apple.com/au/app/robin-hood-archer-sniper/id1352742584,https://apps.apple.com,Scrooge McDeal,416369,mobile,Freebie!!! Robin Hood: Archer Sniper Was $4.49 - Now Free 4.1 ⭐ out of 5 No data collected About Robin Hood: Archer Sniper Join the epic battle agains the forces of the evil Sheriff in …
2023-03-13T02:30:01Z,https://www.ozbargain.com.au/node/762182,[PS4] Judgment $19.97 @ PlayStation Store,https://store.playstation.com/en-au/product/EP0177-CUSA13197_00-JUDGMENTRYUGAENG,https://store.playstation.com,sammysamsam,78997,gaming,"Judgment is half-price at the PS Store and Lost Judgment, the sequel is $19 at JB HiFi and is part of the 2 for $30 special if you are interested. Link for Lost Judgment Mod Note: Removed …"
2023-03-14T00:56:35Z,https://www.ozbargain.com.au/node/762349,"Coles ½ Price: Latina Filled Pasta 625g $5, Arnott's Mint Slice or Wagon Wheels $2.25, Schmackos Dog Treats 500g $7.50 + More",https://www.coles.com.au/catalogues-and-specials,https://www.coles.com.au,Samwise Gamgee,119247,groceries,"Coles half price specials, valid from Wed 15 March to Tue 21 March. Taken from the VIC metro catalogue. Dairy, Eggs & Meals Was Now Save Discount Dairy Farmers Thick & …"
2023-03-14T02:02:48Z,https://www.ozbargain.com.au/node/762369,Dove Body Wash Pomegranate and Lemon Verbena 1L $7 (RRP $17) + Delivery ($0 with Prime/ $39+ Spend) @ Amazon AU,https://www.amazon.com.au/dp/B07LG5GJPQ,https://www.amazon.com.au,AvidDealHunter,442644,health-beauty,Glowing Mango and Almond’s also on sale for $7 at Amazon
2023-03-15T01:06:58Z,https://www.ozbargain.com.au/node/762579,Roborock S7 Robotic Vacuum Cleaner & Mop - White $534.50 + Delivery ($0 with OnePass) @ Catch,https://www.catch.com.au/product/roborock-s7-robotic-vacuum-cleaner-mop-white-7652692/,https://www.catch.com.au,TungDo,308938,electrical-electronics,I'm looking for a new Vacuum cleaner and found this deal. Not sure when it will end. Q7 is on 50% sale as well https://www.catch.com.au/product/roborock-q7-max-robotic-vac…
2023-03-15T02:28:50Z,https://www.ozbargain.com.au/node/762585,"Qantas American Express Ultimate: Up to 100,000 Qantas Points ($3,000 within 3 months), $450 Travel Credit each yearly, $450 P.A",https://www.pointhacks.com.au/credit-cards/qantas-american-express-ultimate-guide/,https://www.pointhacks.com.au,Pegadeals,220129,financial,Was looking to close my westpac credit card and apply for another card. This card might be worth getting if you are travelling at least once a year. 1.25 Qantas Points earned per $1 on eligible …
2023-03-16T01:06:08Z,https://www.ozbargain.com.au/node/762820,[Afterpay] Samsung Galaxy A53 5G 128GB Black/Blue $379.95 + Delivery ($0 with eBay Plus/C&C) @ Bing Lee eBay,https://www.ebay.com.au/itm/154905905843?media=COPY&mkcid=16&mkevt=1&mkrid=705-154756-20017-0&ssspo=_zO4OeUqTzO&sssrc=2349624&ssuid=tgqjpr_0s3q&widget_ver=artemis,https://www.ebay.com.au,Kanjus,251838,mobile,Cheapest I've seen. One of the few decent sub premium phones with expandable storage. About to be superseded by A54 at double this price. Blue Original Coupon Deal
2023-03-16T02:32:09Z,https://www.ozbargain.com.au/node/762850,"BLACKDOG Beef Liver 1kg $21.73, Chicken Breast 1kg $33.00, Pig Ears 10 Pack $14.99 + Del ($0 with Prime/ $39 Spend) @ Amazon AU",https://www.amazon.com.au/dp/B077S3J6HH,https://www.amazon.com.au,rosebank,446913,pets,"BLACKDOG Beef Liver - 1kg - 57% Off - haven't tried this, but reviews are good and my fucking terrorist of a Kelpie puppy likes pig liver BLACKDOG Chicken Necks - 500g - 34% Off - the little …"
2023-03-17T01:07:58Z,https://www.ozbargain.com.au/node/761404,"[PC, Epic] Free - Warhammer 40,000: Gladius - Relics of War @ Epic Games",https://store.epicgames.com/en-US/p/warhammer-40000-gladius-relics-of-war,https://store.epicgames.com,dealbot,96859,gaming,This has just popped up in the Epic backend. Should be free from 10/3 3am 17/3 2am. Also free from 10/3 3am - Clash - Lone Fighter Pack.
2023-03-17T02:30:39Z,https://www.ozbargain.com.au/node/763120,"[Afterpay] Apple MacBook Air 13'' w/ M1 Chip, 8 Core CPU, 256GB/8GB, MGN63X/A - Space Grey $1149 Delivered @ Techciti eBay",https://www.ebay.com.au/itm/285189177184,https://www.ebay.com.au,Being Askhole,245494,computing,"Original Coupon Deal Enjoy :) Apple MacBook Air 13'' w/ M1 chip, 8 Core CPU, 256GB/8GB, 2020 - Space Grey - Apple-designed M1 chip for a giant leap in CPU, GPU and machine learning …"
2023-03-18T01:04:08Z,https://www.ozbargain.com.au/node/763299,"[eBook] Attack on Titan Vol. 1, Battle Angel Alita Vol. 1, Vinland Saga Vol. 1 & More - Free @ Google Play",https://play.google.com/store/books/details/Hajime_Isayama_Attack_on_Titan?id=0QPzDQAAQBAJ,https://play.google.com,Scrooge McDeal,416369,books-magazines,Manga Comic Volumes: Attack on Titan Vol. 1 Battle Angel Alita Vol. 1 Vinland Saga Vol. 1 Battle Angel Alita: Last Order Omnibus 1 Attack on Titan Vol. 1 (208 pages) In this post-apocalytpic sci-fi …
2023-03-18T02:27:29Z,https://www.ozbargain.com.au/node/763321,4-Port USB 2.0 Ultra Power Port $2.06 (RRP $25.99) + Delivery ($0 with Prime) @ Onvian AU via Amazon AU,https://www.amazon.com.au/dp/B07PDBNVGN,https://www.amazon.com.au,Guke,382208,computing,Thanks to @ismellpennies for the format Great deal on the 4-Port USB 2.0 USB Power Port Promo as follows: Original price: $25.99 Lightning deal price: $9.34 (54% off) Price after 28% coupon: …
2023-03-19T01:10:41Z,https://www.ozbargain.com.au/node/763486,[PC] $0 BFF or Die @ Itch.io,https://asa-studio.itch.io/bff-or-die,https://asa-studio.itch.io,Being Askhole,245494,gaming,"Enjoy :) You and your friends are graduating from the prestigious Intergalactic Time Academy. No time for partying though as your first mission awaits! The Orbees are all missing. Yes, those …"
2023-03-19T02:37:25Z,https://www.ozbargain.com.au/node/763494,"Google Pixel 7 5G Unlocked Smartphone 128GB $787, 256GB $917 + Delivery ($0 to Metro Areas/ C&C/ in-Store) @ Officeworks",https://www.officeworks.com.au/shop/officeworks/p/google-pixel-7-5g-unlocked-smartphone-128gb-obsidian-gopix7128o,https://www.officeworks.com.au,Being Askhole,245494,mobile,$12 cheaper than Google store Use ultimate everyone gift cards for 20k points via Woolworthsor if you bought 10%-15% off GC before Thanks Jee 256GB The Google Pixel 7 is powered by the speedy …
2023-03-20T01:05:57Z,https://www.ozbargain.com.au/node/763653,"Team CX2 2TB 7mm 2.5"" T253X6002T0C101 SATA SSD $139 + Delivery ($0 for Pickup Syd, Melb) @ Scorptec",https://www.scorptec.com.au/product/hard-drives-&-ssds/solid-state-drives-(ssd)/100736-t253x6002t0c101,https://www.scorptec.com.au,onebee,23871,computing,"Is this a new lower price for 2TB Sata SSD? Model: T253X6002T0C101 Team 2TB SSD, CX2, 7mm 2.5"" SATA III, Read up to 540MB/s, Write up to 490MB/s, 1M Hours MTBF, Endurance 1,600TBW centrecom …"
2023-03-20T02:33:14Z,https://www.ozbargain.com.au/node/763674,$15 off Minimum $50 Spend (Membership Required) @ IKEA,https://files.ozbargain.com.au/upload/151218/102453/screenshot_2023-03-20_at_12.16.15_pm.png,https://files.ozbargain.com.au,Gnilgorf,151218,other,"Oh no! We're sorry your last $10 Quarterly Reward got lost on its way to your inbox. To make it up to you, here's a $15 voucher, ready for you to use however you like. Why not check out …"
2023-03-21T01:04:00Z,https://www.ozbargain.com.au/node/763874,[Prime] CableCreation USB to USB C 3m Cable $1.99 Delivered @ CableCreation Official via Amazon AU,https://www.amazon.com.au/dp/B08DTK396H,https://www.amazon.com.au,nicholasv,394840,electrical-electronics,"Hi all, Thanks to ISP for the format and alerting me to the deal. Not much to say, it's a 3m USB C cable for $1.99. Prime membership required otherwise it'll be $4.99 Promo as …"
2023-03-21T02:10:23Z,https://www.ozbargain.com.au/node/763881,Sonic Rechargeable Electric Toothbrush with 6 Brush Heads & Holder $7.99 + Delivery ($0 Prime/$39 Spend) @ Bruvish via Amazon AU,https://www.amazon.com.au/dp/B0897T98GQ,https://www.amazon.com.au,I Smell Pennies,280217,health-beauty,This deal brings it down to an all time low. Stack with discounted gift cards for an even bigger saving! Promo as follows: Original price: $35.39 Lightning deal price: $29.99 (15% off) Price …
2023-03-22T01:01:54Z,https://www.ozbargain.com.au/node/764085,Plastic Straws $9.34/100pc | $22.99/500pc | $34.84/1500pc + Delivery ($0 with Prime/ $39 Spend) @ shopeeflagship via Amazon AU,https://www.amazon.com.au/dp/B0BLC34GPY,https://www.amazon.com.au,USER DC,229346,home-garden,Here's one for all those paper straw haters 5mm diameter and 210mm length found in their lightening deal section About this item Unique Design: These straws are beautifully designed with …
2023-03-22T02:12:33Z,https://www.ozbargain.com.au/node/764092,Redeem a Free 1.25L Sprite Lemonade @ Woolworths via Everyday Rewards app,http://woolworths.com.au/,NA,signma,169837,groceries,"Targeted. I was finally able to get a freebie - haven't received one for >6 months. Free Sprite Lemonade Get your free Sprite lemonade 1.25L in-store at Woolworths until Tuesday, 28 Mar. …"
2023-03-23T01:02:26Z,https://www.ozbargain.com.au/node/764298,Free Hot Cross Bun @ Bakers Delight via App,https://files.ozbargain.com.au/upload/441598/102537/ddeebd23-0556-4f36-8a7a-86a1f6ad1b79.jpeg,https://files.ozbargain.com.au,paz95,441598,dining-takeaway,I got an email regarding a Free Hot Cross Bun of my choice via the Baker’s Delight App. Not sure if targeted or for all app users. Dough Getters App
2023-03-23T02:09:58Z,https://www.ozbargain.com.au/node/764311,"Samsung 980 NVMe M.2 Solid State Drive, 500GB $67.64 Delivered @ Amazon UK via AU",https://www.amazon.com.au/dp/B08THW4S3T,https://www.amazon.com.au,Ozgame,243804,computing,Looks like lowest price ever Product details Digital storage capacity 500 GB Hard disk interface NVMe Connectivity technology SATA Brand Samsung Hard disk description Solid State Hard Drive
2023-03-24T01:01:19Z,https://www.ozbargain.com.au/node/763013,"[PC, Epic] Free - Chess Ultra & World of Warships Starter Pack: Ishizuchi @ Epic Games (24/3 - 31/3)",https://store.epicgames.com/en-US/free-games,https://store.epicgames.com,dealbot,96859,gaming,"Freebie from Epic Games. As usual, available from 3am 2am AEDT. This week's freebie - Warhammer 40,000: Gladius - Relics of War."
2023-03-24T02:11:22Z,https://www.ozbargain.com.au/node/764530,[VIC] Continental Chorizo $1 Each @ Coles Collingwood,https://files.ozbargain.com.au/upload/351575/102560/13af8ee2-95fa-4080-ad1c-f8d20837149a.jpeg,https://files.ozbargain.com.au,PigGainOut,351575,groceries,"As per title, yada yada yada yada need to reach character limit bought 5 myself"
2023-03-25T00:58:52Z,https://www.ozbargain.com.au/node/764710,Chemist Warehouse - $3 Bonus When Spend $30 @ ShopBack,http://www.shopback.com.au/,NA,dealbot,96859,other,Just a rushed post before I log off. Nice 10% off via cashback.
2023-03-25T02:06:54Z,https://www.ozbargain.com.au/node/764741,[eBay Plus] Logitech G29 (PlayStation & PC) Racing Wheels $268 Delivered @ LogitechShop eBay,https://www.ebay.com.au/itm/122808085953,https://www.ebay.com.au,HamBoi69,416894,gaming,Credits to BG! Beat's this current deal by a bit! Enjoy! Original Coupon Deal
2023-03-26T01:05:48Z,https://www.ozbargain.com.au/node/764862,Body Glove H20 37 Inch Body Board $10 + Delivery ($0 in-Store/C&C) @ Anaconda,https://www.anacondastores.com/water-sports/beach-surf/bodyboards/body-glove-h20-37-bodyboard/BP90190802,https://www.anacondastores.com,craigd,119638,sports-outdoors,"On clearance, stock looks a bit limited but home delivery came to only $7.95 for two of these for me"
2023-03-26T02:28:21Z,https://www.ozbargain.com.au/node/764886,"Vitasoy Unsweetened Long Life Oat Milk 1L $1.44 (Min 3, Max 6) via Subscription + Delivery ($0 with Prime/$39 Spend) @ Amazon AU",https://www.amazon.com.au/dp/B07VNVXPRG,https://www.amazon.com.au,tonester,29011,groceries,"price-matching 50% off Vitasoy UHT Unsweetened 1L Oat Milk $1.60, Almond Milk $1.65 @ Coles"
2023-03-27T01:00:16Z,https://www.ozbargain.com.au/node/765059,"LEGO: Classic Bricks 11013 $26, Lunar Space Station $45, Loop Stunt Arena $45, Floral Art $55 ($0 OnePass Delivery) @ Target",https://www.target.com.au/c/clearance/toys/toys/W765965?brand=LEGO&sortBy=price&sortOrder=ascending,https://www.target.com.au,hamza23,80927,toys-kids,"A bunch of LEGO on clearance at Target, most has free OnePass delivery (free trial or $4 for 1 month). It should also be free delivery without OnePass, with $60 spend. Otherwise some is available for …"
2023-03-27T02:08:31Z,https://www.ozbargain.com.au/node/762943,Logitech MX Keys Wireless Illuminated Keyboard $129 Delivered @ Amazon AU,https://www.amazon.com.au/dp/B08196YFMK,https://www.amazon.com.au,D50,416099,computing,Cheapest it's been on Amazon according to camelcamelcamel Price match at officeworks brings it down to $122.55
2023-03-28T01:03:11Z,https://www.ozbargain.com.au/node/765299,$2 Bonus Cashback on $2 Spend at Chemist Warehouse Online @ Cashrewards (Activation Required),https://www.cashrewards.com.au/promo/ismellpennies_ozb_cw,https://www.cashrewards.com.au,I Smell Pennies,280217,health-beauty,Many thanks to @tightarse for urgently organising this amazing exclusive deal to celebrate my huge milestone (T&Cs… if you really wanna know what the milestone is). TA has been extremely …
2023-03-28T02:25:07Z,https://www.ozbargain.com.au/node/765319,Nescafé Gold Original Instant Coffee 400g $13 ($11.70 with S&S) + Delivery ($0 with Prime/ $39 Spend) @ Amazon AU,https://www.amazon.com.au/dp/B07FQ86RQZ,https://www.amazon.com.au,Hiphopopotamus,102635,groceries,"Cheap instant coffee! Tastier than Nescafé Blend 43 and Moccona Classic in my opinion, a little stronger in a good way."
2023-03-29T01:06:40Z,https://www.ozbargain.com.au/node/765521,"[Switch] Fire Emblem Warriors: Three Hopes $29.50, Live A Live $24.50 (50% off) + Delivery ($0 with OnePass) @ Catch",https://www.catch.com.au/event/electronics-appliances-flash-sale-175525/product/nintendo-switch-fire-emblem-warriors-three-hopes-game-11917734/,https://www.catch.com.au,hamza23,80927,gaming,Live a Live link 50% off these 2 switch games as part of the Catch flash sale. Free delivery with OnePass (free trial or $4 a month if you don't have it).
2023-03-29T02:32:34Z,https://www.ozbargain.com.au/node/765543,Scrabble Original Board Game $9.49 + Shipping ($0 with One Pass) @ Catch,https://www.catch.com.au/product/scrabble-original-board-game-2888263,https://www.catch.com.au,sub102,320371,gaming,Seems cheapest ever Shows half off but RRP $39.99 10% off with Student beans
2023-03-30T01:02:53Z,https://www.ozbargain.com.au/node/765753,[Pre Order] Nintendo Switch Console OLED Model - The Legend of Zelda: Tears of the Kingdom Edition $549 Delivered @ Amazon AU,https://www.amazon.com.au/dp/B0BZTHNMBC,https://www.amazon.com.au,bargainatoraah,66814,gaming,"Another Oz rrp deal for all the fans out there. Zelda OLED console preorder available at all the usual suspects - big w, eb games etc. Releases 12 May. *game not included"
2023-03-30T02:26:10Z,https://www.ozbargain.com.au/node/765765,[Switch] Octopath Traveler II $49 Delivered @ Amazon AU | + Delivery ($0 C&C/In-Store) @ Big W,https://www.amazon.com.au/dp/B0BG7BQH54,https://www.amazon.com.au,RichardL,44499,gaming,"Back in stock and $10 cheaper than previous deal Begin your adventure as one of eight new travelers, each with their own origins, motivations, and unique skills. The series’ HD-2D …"
2023-03-30T06:12:32Z,https://www.ozbargain.com.au/node/765822,"Sony X90K Bravia XR Full Array LED 4K Ultra HD HDR Smart TV (XR75X90K) 75"" $1995 Delivered @ Sony Store AU",https://store.sony.com.au/television-4K-X9000/XR75X90K.html,https://store.sony.com.au,itshammer,225042,electrical-electronics,"Sony XR75X90K for $1995 Currently 8% cashrewards, so if this combines it makes it $1835.40. Not quite an all time low but pretty close to it. If you missed the last deal like me, this might be the …"
2023-03-30T06:52:07Z,https://www.ozbargain.com.au/node/765822,"Sony X90K Bravia XR Full Array LED 4K Ultra HD HDR Smart TV (XR75X90K) 75"" $1995 Delivered @ Sony Store AU",https://store.sony.com.au/television-4K-X9000/XR75X90K.html,https://store.sony.com.au,itshammer,225042,electrical-electronics,"Sony XR75X90K for $1995 Currently 8% cashrewards, so if this combines it makes it $1835.40. Not quite an all time low but pretty close to it. If you missed the last deal like me, this might be the …"
2023-03-30T07:00:32Z,https://www.ozbargain.com.au/node/765839,"Microsoft Surface Pro 7+ 12.3"" PixelSense 2-In-1 Business Laptop i7-1165G7, 16GB/512GB SSD, $1,599 Delivered @ iFrog Amazon AU",https://www.amazon.com.au/dp/B0BQ1RB8QQ,https://www.amazon.com.au,Scrooge McDeal,416369,computing,All time low price according to camelx3. I tried to squeeze the important stuff on title. It's currently 48% off on Amazon AU. Full title and Specs Microsoft Surface Pro 7+ for Business …
2023-03-31T02:08:22Z,https://www.ozbargain.com.au/node/764248,"[PC, Epic] Free - Tunche @ Epic Games (31/3 - 7/4)",https://store.epicgames.com/en-US/p/tunche,https://store.epicgames.com,dealbot,96859,gaming,"Freebie from Epic Games. As usual, available from 2am AEDT. This week's freebie - Chess Ultra & World of Warships Starter Pack: Ishizuchi. Mod - See Also: [PC, Epic] Free - The Silent …"
2023-04-01T02:03:31Z,https://www.ozbargain.com.au/node/766159,"PQI Turbo II Plus Industrial 64GB 2.5"" SATA SSD $3800, 64GB IDE SSD $3760 in-Store Only @ Fluidtek IT",http://www.fluidtek.com.au/webcontent93.htm,NA,Clear,144344,computing,"Between ChatGPT and Scrooge battling it out for Member of the Month, here's the SSD deal of the year that both have missed! A whopping 64GB of ultra-fast solid state storage from PQI at a …"
2023-04-02T02:06:30Z,https://www.ozbargain.com.au/node/766346,"Apple 10.9-Inch iPad Air (Wi-Fi, 64GB, 5th Generation) $899 Delivered @ Amazon AU",https://www.amazon.com.au/dp/B09V3KNZ83,https://www.amazon.com.au,alterego13,63010,computing,Price only for blue colour. Cheaper than edu store ($919) Time to price match at Apple and use the 15% off Gift Cards.
2023-04-03T02:01:03Z,https://www.ozbargain.com.au/node/766520,"Google Pixel 7 Pro 128GB $974.25, Pixel 7 128GB $749.25, Pixel 6a $524.30 Delivered @ Google Store",https://store.google.com/AU/product/pixel_7_pro?hl=en-GB,https://store.google.com,KegofCanz,147793,mobile,Pixel 7 Pro on sale for A$974.25 Redeem with single use targeted code. Pixel 7 on sale for A$749.25 Redeem with single use targeted code. Pixel 6a on sale for A$524.30 Redeem with single use …
2023-04-04T02:08:21Z,https://www.ozbargain.com.au/node/766768,"[VIC, NSW] Half Lobster + Bottomless Fries - 12pm-3pm - $29.95 @ Botswana Butchery",https://www.melbourne.botswanabutchery.com.au/whats-on/lobster-%2B-bottomless-fries,https://www.melbourne.botswanabutchery.com.au,pjwellsey,171845,dining-takeaway,"7 days a week | 12pm-3pm For a limited time, dine on Half Lobster cooked by our chefs and indulge in unlimited fries for only $29.95pp Available in the Flinders Lane Bar and Balcony. Lunchtime …"
2023-04-05T01:47:32Z,https://www.ozbargain.com.au/node/766988,"Panasonic Eneloop Pro AAA 4-Pack $13.45 S&S, AA 4-Pack $18.4 S&S + Delivery ($0 Prime/ $39 Spend) @ Amazon AU",https://www.amazon.com.au/dp/B00JXB7RQM,https://www.amazon.com.au,MagicMushroom,203846,electrical-electronics,Offer only available for Subscribe and Save delivery only. Don't forget to cancel S&S afterwards. Cheapest since 2015 for AAA battery? AA was $18.98 ($17.08 S&S) last December during …
2023-04-05T05:26:24Z,https://www.ozbargain.com.au/node/767038,"Doctor's Best Vitamin D3, 5000IU, Non-GMO, 720 Softgels, $29.66 + Delivery ($0 with Prime/ $39 Spend) @ Amazon US via AU",https://www.amazon.com.au/dp/B00JGW9MZ2,https://www.amazon.com.au,Mike444,177301,health-beauty,Fairly cheap for 720 softgels @ 5000iu each. Currently listed on ebay for double that price.
2023-04-06T02:02:22Z,https://www.ozbargain.com.au/node/767194,Seiko Prospex SNE583P Solar Green Dial Sapphire 38.5mm Diver Watch $405.30 Delivered @ David Jones,https://www.davidjones.com/product/seiko-prospex-mid-size-solar-green-dial-25009103?nav=928506,https://www.davidjones.com,rosebank,446913,fashion-apparel,"I have a few of these. They are nice. And they have SAPPHIRE crystals. I don't have this one. It's like a mini Hulk, but different. I have a Hulk so probably won't buy it, as much as I …"
2023-04-07T01:59:10Z,https://www.ozbargain.com.au/node/767412,"ASUS Zenbook 14 7530U, 16GB LPDDR4x, 512GB SSD, 14"" 2.5K 16:10 400nits 100% sRGB, 75Whrs Battery $1250.10 Delivered @ Wireless 1",https://www.wireless1.com.au/asus-zenbook-14-um3402yar-kp563w-14in-wqxga-r5-7530u-16g-512g-laptop-black,https://www.wireless1.com.au,ChatGPT,24873,computing,"UM3402YAR-KP563W AMD Ryzen 5 7530U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.3 GHz max boost, Zen 3) 16GB LPDDR4X on board, dual channel 512GB M.2 NVMe PCIe 3.0 SSD 14.0-inch, …"
2023-04-08T01:57:02Z,https://www.ozbargain.com.au/node/767609,"Blaupunkt 85"" 4K Ultra HD Smart TV [2022] $945.25, 58"" $375.25 + Delivery ($0 C&C) @ JB HiFi",https://www.jbhifi.com.au/products/blaupunkt-85-4k-ultra-hd-smart-tv-2022?variant=39518841929929,https://www.jbhifi.com.au,superforever,14295,electrical-electronics,"85"" TV for under $1,000 58"" Key features 85"" 4K UHD Resolution LED display 60Hz Refresh Rate Smart TV Powered by WebOS TV"
2023-04-09T02:05:31Z,https://www.ozbargain.com.au/node/767744,TMEZON Solar Surveillance Camera Outdoor 2K Wireless IP Camera $78.14 Delivered @ TMEZON via Amazon,https://www.amazon.com.au/dp/B0B6ZSVPXC,https://www.amazon.com.au,superforever,14295,electrical-electronics,"Remember tick the $40 off coupon. About this item 【100% Wireless outdoor wifi surveillance camera with solar panel】Without cables, wireless surveillance camera is easy and flexible to install. …"
2023-04-10T02:00:10Z,https://www.ozbargain.com.au/node/767877,Uncapped Speed on 4G & 5G for 6 Months @ Boost Mobile,https://files.ozbargain.com.au/upload/22042/102935/whatsapp_image_2023-04-10_at_08.38.37.jpeg,https://files.ozbargain.com.au,bonky,22042,mobile,Uncapped Speed on 4g & 5g @Boost Moblie from today (11/04/2023) for 6months
2023-04-11T02:02:41Z,https://www.ozbargain.com.au/node/768031,"Lekker Amsterdam 8 Speed Bicycle $1,098 (Was $1,698) Delivered @ Lekker Bikes",https://lekkerbikes.com.au/products/amsterdam-commuter-bike,https://lekkerbikes.com.au,yulezy,176601,sports-outdoors,"I had been pondering this bike for a while over tie Xmas sale while it was $1298 on sale. It seems a further discount is now available on the 8 speed, so it is now only $100 more than the 3 …"
